wkt_geom;CODE SRO;PRISES;ZONE NRO
Polygon ((851684.59304642537608743 6942083.71362733468413353, 851646.9192624002462253 6941004.68695964198559523, 851320.6362187450286001 6940851.41539363190531731, 851379.68251085141673684 6940701.76183075085282326, 851201.57913297845516354 6940427.30416738241910934, 851399.72062439029105008 6939849.39118166919797659, 851164.4580802817363292 6939584.49595439061522484, 851380.30921652948018163 6939277.9961849320679903, 852088.90401582070626318 6939559.18414890114217997, 851924.04969699413049966 6939179.55434724036604166, 851887.75044209195766598 6938837.7013435447588563, 851717.09748890600167215 6938408.46001914050430059, 851470.98214239138178527 6938337.0425064992159605, 851367.10313025850336999 6937942.70481710694730282, 851096.33683803072199225 6938030.5144413635134697, 850747.49662676395382732 6937862.06258572638034821, 851114.61401605349965394 6937526.9463284919038415, 850591.91281021281611174 6936396.23203562386333942, 849799.85797946411184967 6936251.60490769241005182, 849504.11283121386077255 6936291.78791951201856136, 849204.34641679096966982 6935865.72622067015618086, 848755.08966995601076633 6935700.89712130278348923, 848606.95171675051096827 6935747.68080207798629999, 847941.17774149402976036 6935393.77696950733661652, 847609.52490556659176946 6935462.59884868748486042, 847312.19501255662180483 6935172.22864394076168537, 847053.61583135661203414 6935644.16018105857074261, 845934.07374263252131641 6935066.829103609547019, 845455.39404234266839921 6935631.87642533797770739, 845505.15283811767585576 6935714.24710157047957182, 846210.80189196253195405 6935939.93138756323605776, 846238.98330956778954715 6936200.87673065345734358, 844688.60689795459620655 6937602.86626624409109354, 843949.84531108674127609 6937993.74078118056058884, 843801.83889783977065235 6937960.76368686929345131, 843601.84955667308531702 6938404.07812934275716543, 843233.71266439370810986 6938402.60885388869792223, 843239.13693259179126471 6938867.17388849891722202, 842810.92445344943553209 6939023.58205365017056465, 842582.54404426529072225 6939302.23780887108296156, 842940.79062697989866138 6939660.26873029954731464, 843319.96701946062967181 6939597.09761923458427191, 844329.23997169465292245 6940107.88666022475808859, 845124.79261508479248732 6940118.92912330944091082, 845245.68202160892542452 6940733.82543701492249966, 845010.70091488189063966 6940973.84386473149061203, 844336.09131756937131286 6941833.29637644253671169, 847143.88255293166730553 6941669.36027717497199774, 848192.93815822119358927 6941878.92902174964547157, 849323.59273390576709062 6941776.69103419594466686, 850303.87146231962833554 6941813.9408873962238431, 851215.52732600155286491 6941975.89845782518386841, 851684.59304642537608743 6942083.71362733468413353));NRO_08_006_156;388;NRO_08_006
Polygon ((848807.49171707010827959 6947807.16000566072762012, 850027.40107354987412691 6946878.6708543635904789, 850468.63691255892626941 6946881.1236559459939599, 850759.71065228735096753 6947049.73141586221754551, 851210.89329174754675478 6946644.67748160194605589, 851372.45157004380598664 6946229.54227427858859301, 851174.44150497810915112 6945597.51992428675293922, 850865.63681981270201504 6944398.2917804354801774, 849841.42144988640211523 6942897.8399789109826088, 849341.01180293480865657 6941792.44203752186149359, 848757.54999894264619797 6941855.62304922845214605, 848185.52668440458364785 6941882.57242296077311039, 847142.23907878680620342 6941688.35569462366402149, 845903.1039362873416394 6941771.5677987951785326, 844341.78344873897731304 6941853.93242870457470417, 844181.51773406413849443 6942349.31582802720367908, 844295.10141312051564455 6942910.38036361616104841, 844107.89020700473338366 6943174.59204090852290392, 843660.15994803165085614 6943515.59811882115900517, 843897.09261829953175038 6944114.06692845746874809, 844494.47396418347489089 6944502.14190614316612482, 844907.08011252828873694 6944940.67904974427074194, 845013.16254739568103105 6945654.61159061826765537, 844846.22666303720325232 6945839.36579536367207766, 844323.34185603505466133 6945908.72705055493861437, 844099.63059119659010321 6946403.5495480839163065, 843780.24848858872428536 6946622.0352343050763011, 843840.66647406970150769 6946990.55535859894007444, 843539.88709902227856219 6947783.02619520016014576, 844193.15513216331601143 6948646.73745557386428118, 844188.53473236528225243 6948779.71231979504227638, 845039.83287845039740205 6949709.69447605032473803, 845197.0940672610886395 6949694.52285394817590714, 845807.53724095341749489 6950214.42437570821493864, 846127.37386405083816499 6950831.42976930644363165, 846341.19110407622065395 6950660.54069735761731863, 846327.99498794367536902 6950959.6913854256272316, 846496.48711143143009394 6950967.25707987975329161, 848039.33306770992930979 6948901.82468879781663418, 848807.49171707010827959 6947807.16000566072762012));NRO_08_006_116;552;NRO_08_006
Polygon ((851157.66545618930831552 6948899.6534642968326807, 850671.69348703732248396 6947676.97300531528890133, 850563.90259659406729043 6947606.73263726755976677, 850531.18848027184139937 6947544.1897666035220027, 850429.2184626420494169 6947538.89075125753879547, 850266.30626779166050255 6947411.8904693741351366, 850158.99374017119407654 6947360.76536810863763094, 850048.80395303992554545 6947468.82925753202289343, 849851.30578611791133881 6947511.94122898206114769, 849458.3970721757505089 6947333.53987433761358261, 848832.78120945557020605 6947797.11381920520216227, 847862.56987558677792549 6949188.15814299043267965, 846508.61867523333057761 6950979.93032034020870924, 846948.5196625143289566 6951088.18377534206956625, 847058.05208185280207545 6950757.84930314216762781, 847332.51275736128445715 6950834.33931734599173069, 847510.472299036802724 6950697.88437356147915125, 848304.0851280246861279 6950519.60223563015460968, 849161.38801632751710713 6950647.45555427297949791, 849213.82564379763789475 6950875.63261804729700089, 849496.83942947303876281 6950875.30596788041293621, 849724.74062103382311761 6950536.77353412285447121, 850294.57592740608379245 6950841.41429766360670328, 850681.93414279026910663 6950835.12575753964483738, 851366.01742661371827126 6951366.1929596196860075, 851787.29224528430495411 6951216.30187375377863646, 852008.99235259939450771 6951214.30638632457703352, 852228.95453031454235315 6951413.69941876456141472, 852525.36897790827788413 6951299.98196920938789845, 853037.26196644280571491 6951415.49753953423351049, 852866.30402901628986001 6950902.72327450662851334, 853029.84851980698294938 6950950.5507328100502491, 853271.22989450325258076 6950861.82532516401261091, 853459.40248499996960163 6950416.52525916509330273, 852424.57994027424138039 6949905.11798539385199547, 851157.66545618930831552 6948899.6534642968326807));NRO_08_006_194;745;NRO_08_006
Polygon ((850052.52255953219719231 6947465.18239432014524937, 850158.15736013348214328 6947353.71362247597426176, 850294.00925423379521817 6947422.0682427566498518, 850433.37509435915853828 6947530.18880703765898943, 850527.53304119885433465 6947535.51990379020571709, 850563.1600452761631459 6947423.95541892386972904, 850654.56336124497465789 6947284.0731168407946825, 850709.06315913586877286 6947203.26681951805949211, 850760.29521000781096518 6947047.95935766398906708, 850466.31627683551050723 6946885.56797392107546329, 850028.95804707030765712 6946883.26129959523677826, 849926.53526126150973141 6946959.39076557569205761, 849772.01959105394780636 6947077.40665879473090172, 849457.37688175169751048 6947322.26216932479292154, 849853.0163816042477265 6947507.56772996298968792, 850052.52255953219719231 6947465.18239432014524937));NRO_08_006_159;654;NRO_08_006
Polygon ((854911.24585975962691009 6948037.06674186512827873, 855124.43822374718729407 6947516.47955176793038845, 855006.61911548301577568 6947120.9963036822155118, 855289.92745053535327315 6946964.47894206177443266, 855066.73500925907865167 6946733.82232486456632614, 856036.36439632321707904 6945420.53685290459543467, 856536.5616475900169462 6945208.96827060263603926, 856555.92627509532030672 6944995.31393521092832088, 855753.49281100381631404 6944019.45620544441044331, 855732.39530251221731305 6944528.36383222136646509, 855592.6182045538444072 6945133.12537275440990925, 855028.61085420357994735 6945459.45085406303405762, 855101.04504024481866509 6945638.62952869385480881, 854533.62488443742040545 6945586.32758398819714785, 853876.4410190989729017 6945621.08904564846307039, 853682.65946700621861964 6945728.7907926831394434, 853600.70387178368400782 6945684.14509874489158392, 853208.73149550741072744 6945845.98543420154601336, 853024.88295383821241558 6945572.04970049392431974, 852913.73022940231021494 6945712.7171934861689806, 852794.2665022942237556 6945477.10031997784972191, 852448.61326197697781026 6944759.37855613604187965, 852239.14744981948751956 6943938.30196471139788628, 851611.16924080718308687 6943081.38408953603357077, 851665.8267146039288491 6942108.15475828759372234, 851309.80757349147461355 6941994.18230202049016953, 850341.82720758183859289 6941830.12150202132761478, 849360.31539693591184914 6941780.85965057369321585, 849855.89636869775131345 6942870.45750851649791002, 850887.4838373155798763 6944389.39952633809298277, 851198.97088267910294235 6945586.09023285284638405, 851402.00505439355038106 6946226.08232986181974411, 851227.72441379958763719 6946675.8337141303345561, 850766.23425586195662618 6947046.15792738553136587, 850718.56547490018419921 6947190.46284240856766701, 850569.02981498441658914 6947424.76296327821910381, 850536.11977123818360269 6947530.93940079398453236, 850565.74427284649573267 6947598.94886581785976887, 850629.00152162194717675 6947632.59985543694347143, 850669.24470058677252382 6947670.21267635188996792, 851152.32760142046026886 6948855.09717507101595402, 851236.29793781065382063 6948946.06902054604142904, 852436.48881713300943375 6949875.84264680743217468, 853458.68103938072454184 6950404.30509689729660749, 853295.33961587119847536 6950872.58319009281694889, 853578.83124682959169149 6950956.95878838468343019, 853872.73501285386737436 6950777.09756992291659117, 854223.31692557921633124 6951039.6523830983787775, 854302.47200242802500725 6950863.08619237970560789, 854463.84871129668317735 6951117.64460853394120932, 854630.98400151426903903 6951094.69728122185915709, 854533.18496771017089486 6950748.68901937361806631, 854790.10955792258027941 6950987.35508436057716608, 854923.69785833859350532 6950930.85580847039818764, 854923.02248144906479865 6950447.03572681825608015, 854902.49866258422844112 6950112.58705119974911213, 854440.24482432415243238 6949747.49720214493572712, 854815.05316036520525813 6949168.82513309922069311, 855176.86372697481419891 6949381.09436310641467571, 855491.36288817401509732 6949022.91476025432348251, 855857.88556395703926682 6948897.36311675049364567, 855842.59532335412222892 6948740.78148363903164864, 855857.80532376817427576 6948565.3717082291841507, 855607.09978235838934779 6948740.76573871728032827, 855439.06263582140672952 6948525.12387251760810614, 855105.67659919464495033 6948459.89075445849448442, 854911.24585975962691009 6948037.06674186512827873));NRO_08_006_195;328;NRO_08_006
Polygon ((850634.81303817022126168 6957717.71352493669837713, 850544.43259890819899738 6958069.61829336732625961, 850423.11742650787346065 6958554.86747066956013441, 853191.95119634130969644 6960067.34534278139472008, 853177.85919622960500419 6959645.61256952676922083, 853314.63425223785452545 6959592.26443980541080236, 853371.55228220531716943 6959504.28254671022295952, 853383.64325948490295559 6959103.88083137013018131, 853677.2122017570072785 6959233.86859633773565292, 853963.09373714867979288 6959178.55920384265482426, 854236.39076928375288844 6959251.0669510131701827, 854469.17545199976302683 6959246.91006404161453247, 854588.33783588255755603 6958956.32548356428742409, 854642.72864015540108085 6958897.95991803612560034, 854660.41854046960361302 6958820.138814234174788, 854690.64811026584357023 6958794.10864253435283899, 854744.88667020457796752 6958618.51446536649018526, 854816.76853314519394189 6958335.06102585326880217, 854921.34067514992784709 6958089.31565188430249691, 854944.57787151448428631 6957872.22280411701649427, 855005.96841108822263777 6957754.27252207323908806, 854969.65829017816577107 6957723.20160824432969093, 855009.88065884681418538 6957507.8228575736284256, 854968.39331134594976902 6957353.68818642757833004, 854843.63002152624540031 6957221.64955994300544262, 854859.8745575399370864 6957156.20113002602010965, 854721.7202317516785115 6957089.88351049926131964, 854625.62244327703956515 6957100.3039498757570982, 854521.56032877578400075 6956887.29370752722024918, 854475.19536028313450515 6956896.75594599172472954, 854358.41499837744049728 6956602.36004112288355827, 854311.69370645401068032 6956532.64850780088454485, 854364.00000280374661088 6956461.99989649560302496, 854295.42432852240744978 6956312.75835753977298737, 854241.82754841714631766 6956311.10857460089027882, 854229.08164176542777568 6956272.90783993806689978, 854255.03918422583956271 6956226.55866863206028938, 854124.04332391009666026 6956032.64383849781006575, 854100.0332784972852096 6955982.06644789036363363, 854116.66348181036300957 6955938.16534093953669071, 854006.48094329086598009 6955838.32333976961672306, 853856.13332758354954422 6955747.5969252148643136, 853820.48377198644448072 6955751.4761285874992609, 853682.25099160242825747 6955693.03993620909750462, 853684.7045167718315497 6955647.69347171857953072, 853638.67272559960838407 6955619.88549411296844482, 853561.38391435029916465 6955611.25083455070853233, 853412.23256922699511051 6955656.12850901670753956, 853420.00000278674997389 6955701.99989649467170238, 853240.00000278349034488 6955762.99989649467170238, 853135.24850277276709676 6955612.57961340062320232, 852975.00000277813524008 6955696.99989649187773466, 852954.72708360815886408 6955653.23679945431649685, 852878.35941511194687337 6955687.57530603278428316, 852795.53441851492971182 6955615.45865803118795156, 852738.04602270794566721 6955525.61822411604225636, 852458.71685556031297892 6955658.68286901526153088, 852420.01509743148926646 6955668.58574973419308662, 852292.81080809002742171 6955480.81322061643004417, 852074.62759066233411431 6955689.09356528148055077, 851813.13819234212860465 6955136.11165173631161451, 851157.28479452803730965 6955223.05261263623833656, 850889.54045575554482639 6955209.42912568245083094, 850644.39020980033092201 6955168.38219920825213194, 850485.40982923889532685 6955098.85275352001190186, 850459.09853289125021547 6955126.60811372566968203, 850318.21466152206994593 6955086.61222196184098721, 850287.55662982817739248 6955182.62010844517499208, 850176.70744752453174442 6955423.01325523853302002, 849940.58983915403950959 6955313.73825871851295233, 849549.35526343586388975 6956054.16970107983797789, 849730.56661148159764707 6957810.06336208153516054, 850634.81303817022126168 6957717.71352493669837713));NRO_08_009_197;652;NRO_08_009
Polygon ((849943.12121786049101502 6955315.19363356567919254, 850176.93133352138102055 6955420.67986287083476782, 850284.76251644792500883 6955187.5026615634560585, 850315.7397086163982749 6955083.92865580040961504, 850420.59850139531772584 6955116.45375791843980551, 850462.53745195840019733 6955120.7323021637275815, 850479.02684596064500511 6955102.90152250695973635, 850524.40853663510642946 6955117.58421323075890541, 850646.764010721584782 6955166.99669211637228727, 850893.06897137523628771 6955205.54701027739793062, 851152.66503049340099096 6955221.94686268642544746, 851811.65785971819423139 6955135.44520425889641047, 852079.27606288087554276 6955690.15815579239279032, 852435.44149209430906922 6955369.5442796777933836, 852026.71415982046164572 6954685.94950892217457294, 853037.77972197020426393 6954410.4984858799725771, 852839.38572553230915219 6954209.70175363309681416, 852612.48380162019748241 6953773.1837510708719492, 852519.8377099068602547 6953563.74196659121662378, 852439.03376666200347245 6953584.24577916879206896, 852344.21114316396415234 6953445.22971510514616966, 852344.07950904103927314 6953294.66430085338652134, 852222.93178548256400973 6953352.88776346202939749, 852186.86681058979593217 6953483.69780035316944122, 851909.92114341666456312 6953435.5046881390735507, 851937.09668988094199449 6953062.66820163931697607, 851984.04660643183160573 6952871.35524213593453169, 851877.78325049835257232 6952765.05981964617967606, 851884.14772573672235012 6952698.71469544805586338, 851707.06520197598729283 6952588.44586017355322838, 851680.26275093981530517 6952412.3746943511068821, 851733.36153996712528169 6952218.04931844491511583, 851629.45223987731151283 6952180.73011164832860231, 851684.44717203639447689 6951995.50567858293652534, 851345.3288998908828944 6951867.69729381613433361, 851224.2472700288053602 6951767.07201803661882877, 851008.35970309842377901 6951735.10315525252372026, 850768.92399320751428604 6951372.75342585425823927, 851036.95333191333338618 6951133.77481577638536692, 850696.36286557151470333 6950831.73375580180436373, 850324.94473839271813631 6950864.12471574544906616, 849709.04136297141667455 6950549.73017309512943029, 849630.04591222864110023 6950608.5987990852445364, 849619.92768490174785256 6950696.20187180116772652, 849694.47862268250901252 6951499.01064997725188732, 849070.90031731617636979 6951879.3479396803304553, 848565.09006219881121069 6952494.65002133324742317, 848082.96150630584452301 6953757.08944261819124222, 848122.10560776782222092 6954252.49074242915958166, 849943.12121786049101502 6955315.19363356567919254));NRO_08_009_198;439;NRO_08_009
Polygon ((846607.07227761810645461 6954364.48816466517746449, 847064.32010661670938134 6954338.28938202001154423, 847547.92650002054870129 6954332.17702476866543293, 847617.71317789272870868 6954336.90118119213730097, 847723.24841629713773727 6954347.54072155989706516, 847890.51681301556527615 6954390.99758731946349144, 848040.61748131550848484 6954296.24809119384735823, 848125.72049149847589433 6954263.80337959248572588, 848092.61943487403914332 6953914.89085061382502317, 848074.64901472651399672 6953744.12764360010623932, 848563.64147951174527407 6952487.67076314520090818, 849064.23726138635538518 6951881.17063095327466726, 849695.00895246013533324 6951504.53454365115612745, 849617.17604970571119338 6950693.81080752145498991, 849439.15119334100745618 6950908.07857395894825459, 849375.48703047295566648 6950918.15471829008311033, 849232.66238135565072298 6950893.58287499286234379, 849190.2129873113008216 6950856.90973911806941032, 849128.00000003527384251 6950790.999998664483428, 849128.0000000341096893 6950777.59362971875816584, 849157.20032818079926074 6950730.30636364594101906, 849175.6823583347722888 6950680.82360498048365116, 849166.00000003515742719 6950660.99999866262078285, 849116.9835169562138617 6950627.66879016812890768, 848963.39323824539314955 6950642.75295472051948309, 848891.00000003620516509 6950677.99999866355210543, 848857.48785196419339627 6950678.95748860947787762, 848791.82784631720278412 6950608.67953694518655539, 848764.95139764982741326 6950594.57919040601700544, 848716.50129558600019664 6950655.37593685369938612, 848695.24915482010692358 6950655.53624131996184587, 848559.16031637240666896 6950571.73240716475993395, 848404.79460228537209332 6950523.34302937146276236, 848205.63132533512543887 6950520.03262517414987087, 848103.76504141627810895 6950551.14095668029040098, 848023.97201235359534621 6950567.69573740754276514, 847909.10188241419382393 6950613.8625886645168066, 847782.54966869752388448 6950647.56888783350586891, 847724.03955318010412157 6950647.69283774215728045, 847698.85908839385956526 6950701.24526974838227034, 847581.62722465279512107 6950705.1891405014321208, 847575.00000003492459655 6950666.99999866727739573, 847512.00000003480818123 6950668.9999986682087183, 847509.03861908835824579 6950760.8028080053627491, 847376.0000000346917659 6950721.99999866355210543, 847347.81841947056818753 6950861.77113395649939775, 847127.00000003422610462 6950818.99999866541475058, 847130.00000003399327397 6950743.99999866355210543, 847036.00000003364402801 6950736.99999866262078285, 847036.00000003539025784 6950756.99999866262078285, 847016.19848065357655287 6950826.30531649105250835, 846977.00000003492459655 6950897.99999866541475058, 846991.74194438103586435 6950937.31185024883598089, 847003.00000003422610462 6950996.999998664483428, 846998.00000003352761269 6951027.99999866541475058, 846959.00000003527384251 6951073.9999986607581377, 846904.00000003445893526 6951073.99999866541475058, 846860.00000003352761269 6951059.99999866168946028, 846787.53464758687186986 6951001.51466914266347885, 846728.00000003387685865 6950987.99999866727739573, 846711.00000003364402801 6951019.99999866168946028, 846674.0000000330619514 6951035.99999866262078285, 846599.10176109103485942 6951025.50476651452481747, 846464.45588157093152404 6950992.47473933082073927, 846391.7248247757088393 6951268.26408833079040051, 846472.40985844924580306 6951540.01297200936824083, 846537.59062211832497269 6951633.51855203416198492, 846545.42432514054235071 6951745.22972363512963057, 846421.43454190401826054 6951894.5528137469664216, 846238.97726554959081113 6951922.10221728123724461, 845747.92358410044107586 6952310.95360596664249897, 845795.05628379411064088 6952528.83176578208804131, 845832.93425368261523545 6952590.83865731302648783, 845632.1958965138765052 6952992.45537227299064398, 845474.20120655698701739 6952956.11025905329734087, 845376.44487591530196369 6952970.4446242805570364, 845355.44824359053745866 6953290.99721525516360998, 845317.07823616068344563 6953328.49861086718738079, 845178.82745122932828963 6953191.23556590918451548, 845039.88514480006415397 6953328.89841163624078035, 844956.51880148029886186 6953337.17282942868769169, 844782.48308303859084845 6953219.96777351573109627, 844649.39235554111655802 6953230.50975079089403152, 844654.25288162345532328 6953331.96809407137334347, 844522.96751447487622499 6953294.92144503071904182, 844525.98834025172982365 6953369.44281404092907906, 844676.00000262656249106 6953372.99989647977054119, 844691.96503676089923829 6953438.97581312339752913, 844859.85026183351874352 6953518.12346558086574078, 844956.13051113067194819 6953657.4130321079865098, 844981.66720066592097282 6953999.96060024946928024, 844942.62305484188254923 6954109.38504548463970423, 846607.07227761810645461 6954364.48816466517746449));NRO_08_009_155;699;NRO_08_009
Polygon ((853207.43847146001644433 6960065.21400252357125282, 851805.29604559065774083 6959304.44281074218451977, 850423.11742380855139345 6958554.8675728477537632, 850631.75629024265799671 6957720.01713502686470747, 849730.61513777356594801 6957813.40946533624082804, 849642.2761792226228863 6956968.77729597128927708, 848246.09906687657348812 6956626.48587919678539038, 845770.9866864635841921 6957588.39553429745137691, 844688.41331802890636027 6958103.26760473009198904, 844931.71439807023853064 6959709.70990243181586266, 848019.10553477564826608 6963965.68295564223080873, 848607.23740365647245198 6964993.69349092803895473, 848695.00639774720184505 6964506.14288060273975134, 849320.57675672275945544 6964432.60239936038851738, 849910.20342719904147089 6964630.57479205820709467, 850313.11799906869418919 6964637.54158686101436615, 850486.52794966963119805 6965007.71493596024811268, 850929.74875700287520885 6964696.52519315388053656, 851601.80171340145170689 6963672.43451752979308367, 852469.96930754580534995 6962422.1106738168746233, 852796.01075545849744231 6961974.93354031629860401, 852797.13261543889530003 6961683.08961390424519777, 853054.24320667947176844 6961153.93381198681890965, 853295.96178790391422808 6960694.13408882170915604, 853207.43847146001644433 6960065.21400252357125282));NRO_08_009_034;701;NRO_08_009
Polygon ((849638.59279331541620195 6956967.40780289750546217, 849545.11240788898430765 6956044.61119328439235687, 849939.75282744003925472 6955308.56423304323107004, 848118.67606455460190773 6954256.54178379103541374, 847886.2916685480158776 6954393.05784265231341124, 847724.48480734485201538 6954348.9591885581612587, 847550.51452505227643996 6954334.25035019405186176, 847062.62453547329641879 6954337.76103698834776878, 846612.96825763257220387 6954368.66872243210673332, 844936.32730508281383663 6954103.61734325066208839, 844910.22618036472704262 6954222.03559651598334312, 844968.72597701859194785 6954388.73849158175289631, 845092.06645544874481857 6954391.79529217071831226, 845169.23014059104025364 6954716.71695730369538069, 844742.07033279677852988 6955789.88932626694440842, 845796.14767590060364455 6957576.56608691439032555, 848238.99430356221273541 6956628.6311577744781971, 849638.59279331541620195 6956967.40780289750546217));NRO_08_009_196;540;NRO_08_009
Polygon ((852434.15801850485149771 6955389.4993691137060523, 852321.91578141436912119 6955527.97092568036168814, 852443.39650009933393449 6955669.19565282482653856, 852782.04673188121523708 6955529.6625501811504364, 853368.40586199378594756 6955721.13486090395599604, 853644.61393630679231137 6955616.80407676007598639, 853968.50893398583866656 6955797.74401344172656536, 854630.96547626436222345 6957134.95397675596177578, 855056.40427338227164 6957388.6507520442828536, 854701.01396982232108712 6958804.19979388732463121, 855238.09634710103273392 6959555.98737983591854572, 855282.90939493908081204 6959779.48087421804666519, 855608.09213636140339077 6959723.23894843365997076, 856018.0109856886556372 6959361.64079137053340673, 856242.06684706534724683 6959144.60233150236308575, 856322.71880428260192275 6958545.24695603735744953, 856196.03581223729997873 6958367.5525103434920311, 856195.67749909649137408 6957703.36393253225833178, 856256.63218469999264926 6957327.73582803085446358, 856194.87111871608067304 6956208.61417997069656849, 856075.86444976762868464 6955619.41135645005851984, 856138.39907616004347801 6955320.80514518637210131, 856143.33125698566436768 6955140.74138544406741858, 855638.64987266482785344 6955006.80443830508738756, 855460.18781807133927941 6954439.3164795283228159, 854614.47326882788911462 6953765.72465624287724495, 854106.1461391388438642 6953652.31652522645890713, 853576.14902993175201118 6954124.5098746120929718, 853149.69775304023642093 6954464.69410107098519802, 852076.59186353371478617 6954687.59471042640507221, 852434.15801850485149771 6955389.4993691137060523));NRO_08_010_048;443;NRO_08_010
Polygon ((856110.68539131944999099 6955528.07349163945764303, 856091.50279806251637638 6955648.20277420990169048, 856211.8530186174903065 6956208.85093929525464773, 856259.18215108150616288 6957035.04954775515943766, 857220.82744543231092393 6957138.38991760089993477, 858218.76036760793067515 6957278.86872405186295509, 858517.1055290699005127 6957153.99088311474770308, 858512.72821645415388048 6956968.21777437720447779, 858942.19304941000882536 6957088.53749636746942997, 859185.20049261348322034 6957469.97111382242292166, 859813.38041236891876906 6956814.31321937125176191, 860101.47931886475998908 6956521.01400270406156778, 860997.97992547485046089 6956914.24634173698723316, 861537.34710716735571623 6956740.12447256222367287, 861900.90645709575619549 6956703.90533932577818632, 861943.409290486946702 6956061.59593906998634338, 859703.36500000208616257 6955441.54514603316783905, 858138.67580176237970591 6954844.51378593780100346, 857350.89364288735669106 6953711.02415588684380054, 856675.45429489959497005 6951778.22188938688486814, 856060.52743281854782254 6951830.89539523795247078, 855883.94185710279271007 6952527.38443815242499113, 856155.07595664623659104 6955141.06310016755014658, 856157.48360991955269128 6955321.32792738731950521, 856110.68539131944999099 6955528.07349163945764303));NRO_08_010_091;515;NRO_08_010
Polygon ((860430.4969939305447042 6952843.35251126252114773, 863279.22915870882570744 6953967.70465018507093191, 866074.6551164792617783 6955278.53770714346319437, 866185.07022104901261628 6955262.58231263794004917, 866295.08475331508088857 6955103.93432930018752813, 866445.34939289640169591 6955109.82544650789350271, 866611.55775633547455072 6954993.659892070107162, 866751.04036298918072134 6954919.05270753428339958, 866916.2608848784584552 6954615.07994534447789192, 867042.91579904151149094 6954615.19368229992687702, 867325.52914410037919879 6954257.41942660976201296, 867947.0828494654269889 6953602.53915174584835768, 868203.49088337831199169 6953472.95504801906645298, 868552.60091555572580546 6952906.92674737144261599, 867469.4582861716626212 6952158.50533895194530487, 867506.47673725476488471 6951965.25084189046174288, 867365.42142215231433511 6951838.27892873343080282, 867058.33373726962599903 6951263.31856690905988216, 866849.58303531433921307 6951094.08601208962500095, 866796.22360949986614287 6950753.26075629889965057, 866598.14986934489570558 6950307.88988581206649542, 866223.69782313774339855 6950354.42809171322733164, 865649.49173475417774171 6950137.16360040567815304, 865350.95996729156468064 6950088.23999182227998972, 865446.77118911885190755 6949897.69690405298024416, 865321.82644552364945412 6949557.53560509532690048, 865137.84153351513668895 6949576.67088341154158115, 864991.45697944588027894 6949393.17489943839609623, 864934.99425534845795482 6949441.43644562643021345, 864724.03262170078232884 6949161.62240969855338335, 864656.06765456637367606 6949023.05403179675340652, 862897.04388160107191652 6951294.89332695864140987, 860617.5547137395478785 6951629.02382037602365017, 860430.4969939305447042 6952843.35251126252114773));NRO_08_010_191;521;NRO_08_010
